,State,Year,Victim_count,Offender_race,Victim_race,Offense,City,Offender_count,Region,Juvenile_Offeneder_Count
12523,Delaware,1994,1,Black or African American,White,Assault,New Castle County Police Department,4,South,
12524,Michigan,1994,1,White,White,Intimidation,Westland,1,Midwest,
12525,New Jersey,2004,1,White,Black or African American,Intimidation,Little Egg Harbor Township,1,Northeast,
12526,Ohio,2002,1,Black or African American,White,Intimidation,Cleveland,4,Midwest,
12527,New York,2012,1,Black or African American,White,Assault,Yonkers,1,Northeast,
12528,Michigan,2004,1,White,Black or African American,Intimidation,Hampton Township,1,Midwest,
12529,Massachusetts,2001,1,White,Others,Assault,Beverly,7,Northeast,
12530,California,2001,1,White,Others,Assault,Redondo Beach,1,West,
12531,California,1996,1,White,Black or African American,Intimidation,Los Angeles,1,West,
12532,Tennessee,2000,1,White,Others,Property,Sevier,1,South,
12533,Missouri,2012,1,White,Black or African American,Intimidation,Columbia,1,Midwest,
12534,New Jersey,1995,1,White,Black or African American,Property,Franklin,1,Northeast,
12535,California,1998,1,White,Others,Intimidation,San Luis Obispo,1,West,
12536,Florida,2003,1,White,Others,Assault,Volusia,1,South,
12537,New Jersey,2009,1,White,Black or African American,Intimidation,Freehold Borough,1,Northeast,
12538,Oregon,2001,1,White,Others,Property,Portland,1,West,
12539,Colorado,2010,1,White,Others,Assault,Breckenridge,1,West,
12540,California,2016,1,White,Others,Others,Fullerton,1,West,0.0
12541,Virginia,2009,1,White,Others,Assault,Norfolk,1,South,
12542,Minnesota,2017,1,Black or African American,White,Assault,St. Paul,2,Midwest,2.0
12543,Wisconsin,2016,1,White,Others,Assault,Fox Valley Metro,1,Midwest,0.0
12544,Washington,2015,1,White,Others,Assault,Seattle,1,West,
12545,Colorado,2000,1,White,Black or African American,Intimidation,Colorado Springs,1,West,
12546,Wisconsin,1994,1,White,Black or African American,Intimidation,Brodhead,2,Midwest,
12547,New York,1992,1,White,Black or African American,Intimidation,Suffolk County Police Department,1,Northeast,
12548,Kentucky,2011,3,Black or African American,Asian,Others,Radcliff,1,South,0.0
12549,Connecticut,2002,1,White,Black or African American,Assault,Danbury,1,Northeast,
12550,Missouri,1997,3,White,Others,Intimidation,Webb City,1,Midwest,
12551,Arizona,1998,1,Black or African American,White,Intimidation,Phoenix,3,West,
12552,Florida,2013,1,Black or African American,Others,Assault,Miami-Dade County Public Schools,1,South,0.0
12553,Idaho,1998,1,White,Others,Property,Rupert,5,West,
12554,Ohio,2011,1,Asian,Others,Others,Coshocton,1,Midwest,0.0
12555,New Jersey,2009,1,White,Others,Others,North Bergen Township,1,Northeast,
12556,Ohio,2016,1,Black or African American,White,Intimidation,Toledo,1,Midwest,1.0
12557,Indiana,1998,1,Black or African American,White,Intimidation,Kokomo,2,Midwest,
12558,Connecticut,2010,1,Black or African American,Asian,Assault,Bridgeport,5,Northeast,
12559,Nebraska,2008,1,White,Others,Intimidation,Lincoln,1,Midwest,
12560,California,1996,1,White,Black or African American,Others,San Francisco,1,West,
12561,California,2002,1,White,Others,Intimidation,San Francisco,1,West,
12562,Massachusetts,2015,1,White,Black or African American,Intimidation,Boston,1,Northeast,
12563,Connecticut,1999,1,White,Black or African American,Intimidation,Derby,1,Northeast,
12564,California,2018,5,Asian,Black or African American,Intimidation,Lancaster,1,West,0.0
12565,California,2016,1,White,Black or African American,Assault,Los Angeles,1,West,0.0
12566,Florida,2007,1,Black or African American,White,Assault,Gainesville,3,South,
12567,Massachusetts,1997,1,Black or African American,White,Intimidation,Boston,1,Northeast,
12568,Florida,2005,1,White,Others,Property,Davie,1,South,
12569,Virginia,2003,1,White,Black or African American,Intimidation,Virginia Beach,1,South,
12570,Washington,2009,1,White,Black or African American,Assault,Thurston,1,West,
12571,California,2010,1,White,Others,Property,Livermore,1,West,
12572,Ohio,2013,1,White,Black or African American,Assault,Montpelier,1,Midwest,0.0
12573,Massachusetts,2015,1,White,Black or African American,Assault,Worcester,1,Northeast,
12574,California,2015,1,White,Others,Property,Los Angeles,1,West,
12575,Kentucky,2008,1,White,Black or African American,Intimidation,Lexington,1,South,
12576,Maryland,1995,1,White,Black or African American,Intimidation,Salisbury University,2,South,
12577,Kentucky,2013,1,Black or African American,White,Others,Louisville Metro,2,South,0.0
12578,South Carolina,1999,1,Black or African American,Others,Others,Pageland,2,South,
12579,Ohio,1994,1,White,Black or African American,Assault,Akron,2,Midwest,
12580,Massachusetts,1992,1,White,Others,Assault,Boston,1,Northeast,
12581,Michigan,1995,1,Black or African American,White,Assault,Battle Creek,1,Midwest,
12582,California,1999,3,White,Asian,Assault,Lancaster,3,West,
12583,Massachusetts,2010,1,White,Black or African American,Intimidation,Boston,1,Northeast,
12584,Iowa,1992,1,White,Black or African American,Assault,Sioux City,4,Midwest,
12585,Michigan,1994,1,White,Black or African American,Assault,Jackson,1,Midwest,
12586,California,1995,2,White,Black or African American,Intimidation,Los Angeles,3,West,
12587,California,2006,2,Black or African American,Others,Assault,Palmdale,15,West,
12588,Michigan,2018,1,White,White,Others,Wyoming,1,Midwest,0.0
12589,Tennessee,2013,1,White,Black or African American,Intimidation,Tullahoma,1,South,0.0
12590,Massachusetts,2004,1,White,Black or African American,Assault,Brockton,1,Northeast,
12591,Michigan,2010,1,White,Black or African American,Intimidation,East Lansing,1,Midwest,
12592,New Jersey,2018,1,White,Others,Intimidation,Hoboken,1,Northeast,0.0
12593,Kansas,2015,1,White,Others,Others,Ellis,1,Midwest,
12594,Maine,2010,1,White,Black or African American,Intimidation,Sanford,1,Northeast,
12595,California,2001,1,White,Others,Intimidation,Oakland,1,West,
12596,Florida,1992,1,Black or African American,White,Assault,Melbourne,5,South,
12597,California,2009,1,White,Black or African American,Assault,Santee,1,West,
12598,Washington,2001,2,Black or African American,White,Intimidation,Moses Lake,2,West,
12599,California,1996,6,White,Black or African American,Intimidation,Richmond,1,West,
12600,Washington,2016,1,Black or African American,Others,Intimidation,Seattle,1,West,0.0
12601,North Dakota,2012,2,Others,Others,Assault,Fargo,1,Midwest,
12602,Virginia,1997,1,White,Others,Assault,Manassas,1,South,
12603,Texas,2006,2,White,Black or African American,Intimidation,Glenn Heights,1,South,
12604,Minnesota,1998,1,White,Black or African American,Intimidation,Minneapolis,2,Midwest,
12605,South Carolina,1995,1,White,Black or African American,Assault,Spartanburg,3,South,
12606,Arizona,2002,2,White,Black or African American,Property,Phoenix,1,West,
12607,California,2001,1,White,Black or African American,Assault,Los Angeles,1,West,
12608,Ohio,2012,1,White,Others,Intimidation,Groveport,1,Midwest,
12609,Virginia,2013,1,Black or African American,Others,Assault,King George,1,South,0.0
12610,Oklahoma,2001,1,Black or African American,White,Intimidation,Broken Arrow,2,South,
12611,Utah,2012,1,White,Others,Others,South Salt Lake,1,West,
12612,New York,2001,1,White,Black or African American,Intimidation,Rochester,1,Northeast,
12613,New York,1997,1,White,Black or African American,Intimidation,Nassau,1,Northeast,
12614,Michigan,2000,1,White,White,Others,State Police:,1,Midwest,
12615,Texas,2005,1,White,Black or African American,Assault,Harris,1,South,
12616,Minnesota,2005,1,White,Asian,Intimidation,Stillwater,1,Midwest,
12617,Massachusetts,2003,1,Black or African American,White,Intimidation,Boston,2,Northeast,
12618,New Jersey,2007,1,White,Others,Intimidation,Aberdeen Township,1,Northeast,
12619,Colorado,1999,1,White,White,Intimidation,Boulder,1,West,
12620,Texas,2001,1,White,White,Intimidation,Houston,1,South,
12621,Washington,2007,1,White,Black or African American,Assault,Bremerton,1,West,
12622,Colorado,1996,1,White,Black or African American,Assault,Aurora,1,West,
12623,Michigan,2012,1,White,Black or African American,Intimidation,Shelby Township,1,Midwest,
12624,Connecticut,2016,1,Black or African American,White,Intimidation,Bridgeport,1,Northeast,0.0
12625,Virginia,1995,2,White,Black or African American,Assault,Fredericksburg,2,South,
12626,Missouri,1997,1,White,Black or African American,Intimidation,Joplin,1,Midwest,
12627,Ohio,1996,1,Black or African American,White,Intimidation,Cincinnati,1,Midwest,
12628,North Carolina,2014,2,Black or African American,Black or African American,Assault,Raleigh,2,South,0.0
12629,Connecticut,2001,1,White,Black or African American,Intimidation,Hamden,1,Northeast,
12630,Arizona,2008,1,Asian,Others,Assault,Glendale,1,West,
12631,District of Columbia,2004,2,Black or African American,Black or African American,Assault,Washington,2,South,
12632,North Carolina,2009,1,White,Black or African American,Intimidation,Transylvania,1,South,
12633,Texas,2012,1,Black or African American,Others,Assault,Dallas,4,South,
12634,Indiana,2011,1,White,Others,Property,Indianapolis,2,Midwest,0.0
12635,Arizona,2014,1,White,Black or African American,Assault,Mesa,1,West,0.0
12636,Michigan,2011,1,Black or African American,Others,Assault,Pittsfield Township,1,Midwest,0.0
12637,Maryland,1992,1,White,Black or African American,Intimidation,Cecil,1,South,
12638,Ohio,1993,1,Black or African American,White,Assault,Kent,1,Midwest,
12639,Illinois,1995,1,White,Black or African American,Intimidation,Chicago,1,Midwest,
12640,California,1995,1,Black or African American,White,Assault,Modesto,1,West,
12641,Massachusetts,2009,1,Asian,Others,Intimidation,Boston,1,Northeast,
12642,Texas,1992,1,White,Black or African American,Intimidation,White Settlement,3,South,
12643,Oregon,2004,1,White,Others,Assault,Tillamook,1,West,
12644,Arizona,1999,1,Others,Others,Assault,Tucson,3,West,
12645,Minnesota,2010,1,Black or African American,White,Assault,Minneapolis,1,Midwest,
12646,New Jersey,1999,1,White,Black or African American,Assault,West Deptford Township,1,Northeast,
12647,Michigan,2001,1,Black or African American,White,Others,Romulus,1,Midwest,
12648,California,1996,1,White,Black or African American,Assault,Los Angeles,2,West,
12649,Wisconsin,2011,1,Black or African American,White,Assault,Madison,1,Midwest,0.0
12650,Kentucky,1999,2,White,Black or African American,Assault,Lexington,8,South,
12651,California,2004,1,White,Black or African American,Intimidation,Yuba,4,West,
12652,Massachusetts,2012,1,White,Black or African American,Intimidation,Boston,1,Northeast,
12653,Massachusetts,2000,1,White,Black or African American,Intimidation,Boston,1,Northeast,
12654,California,2001,1,White,Black or African American,Assault,Los Angeles,2,West,
12655,Texas,1995,1,White,Others,Assault,San Angelo,2,South,
12656,Florida,2013,2,White,Others,Assault,Pembroke Pines,1,South,0.0
12657,California,2009,1,Asian,Others,Intimidation,Los Angeles,1,West,
12658,Illinois,1999,1,Asian,Black or African American,Assault,Chicago,1,Midwest,
12659,Washington,2007,1,Black or African American,White,Assault,Seattle,1,West,
12660,Massachusetts,1999,1,White,Others,Assault,Bay Transportation Authority:,1,Northeast,
12661,Missouri,2006,1,Black or African American,White,Property,Kirksville,1,Midwest,
12662,Arizona,1998,1,Black or African American,White,Assault,Phoenix,1,West,
12663,Minnesota,1998,1,White,White,Intimidation,New Hope,1,Midwest,
12664,Minnesota,2005,2,White,Black or African American,Intimidation,Inver Grove Heights,1,Midwest,
12665,Florida,2010,1,White,Black or African American,Assault,Clearwater,1,South,
12666,New York,2005,1,White,Black or African American,Assault,New York,1,Northeast,
12667,Maryland,2001,2,Black or African American,White,Assault,Annapolis,1,South,
12668,California,1999,1,White,Black or African American,Others,Los Angeles,4,West,
12669,Minnesota,2013,1,Black or African American,Others,Property,Mankato,1,Midwest,0.0
12670,Illinois,2010,1,White,Others,Assault,Champaign,1,Midwest,
12671,Michigan,2007,1,Black or African American,White,Assault,Benton Township,1,Midwest,
12672,California,1999,2,White,Others,Property,Alameda,1,West,
12673,South Carolina,2013,1,Black or African American,Black or African American,Assault,Latta,1,South,0.0
12674,Michigan,2005,1,White,Black or African American,Assault,Manistee,1,Midwest,
12675,Michigan,2016,1,Black or African American,White,Others,State Police:,1,Midwest,0.0
12676,New Jersey,1992,2,White,Black or African American,Assault,Egg Harbor Township,1,Northeast,
12677,Virginia,2018,1,White,Others,Intimidation,Fairfax County Police Department,1,South,0.0
12678,Virginia,2006,1,Black or African American,White,Assault,Newport News,1,South,
12679,Oregon,1998,2,White,Others,Assault,Yamhill,1,West,
12680,Michigan,2012,1,White,Black or African American,Intimidation,Port Huron,1,Midwest,
12681,Michigan,1998,1,Black or African American,Black or African American,Others,Southfield,1,Midwest,
12682,Michigan,2018,1,White,White,Intimidation,Huntington Woods,1,Midwest,0.0
12683,Connecticut,1997,1,Black or African American,White,Assault,Bridgeport,1,Northeast,
12684,Illinois,2004,1,White,Black or African American,Assault,Springfield,1,Midwest,
12685,Texas,1992,1,White,Asian,Assault,Dallas,3,South,
12686,Maine,2012,1,Black or African American,White,Assault,Lewiston,1,Northeast,
12687,Florida,1994,1,White,Black or African American,Assault,Palm Beach,1,South,
12688,North Carolina,2011,1,White,Black or African American,Assault,Greensboro,1,South,0.0
12689,Washington,2018,1,White,Black or African American,Assault,Seattle,1,West,0.0
12690,California,2001,1,White,Others,Assault,San Francisco,2,West,
12691,New Jersey,1991,3,Black or African American,Black or African American,Assault,Middlesex Borough,3,Northeast,
12692,Michigan,2018,1,Black or African American,Black or African American,Others,Flint,1,Midwest,0.0
12693,Kentucky,2017,1,Black or African American,White,Intimidation,Dayton,1,South,0.0
12694,Nevada,2003,2,White,Asian,Intimidation,Las Vegas Metropolitan Police Department,1,West,
12695,Massachusetts,2006,1,Black or African American,White,Intimidation,Boston,1,Northeast,
12696,Utah,1998,1,White,White,Intimidation,Murray,1,West,
12697,California,2017,3,White,Black or African American,Assault,Redding,5,West,5.0
12698,California,2008,1,White,Black or African American,Assault,San Diego,1,West,
12699,North Carolina,2005,1,White,Black or African American,Intimidation,Western Carolina University,2,South,
12700,New York,1993,1,White,Black or African American,Property,Suffolk County Police Department,3,Northeast,
12701,Texas,1996,1,Black or African American,White,Assault,Baytown,1,South,
12702,District of Columbia,2018,1,Black or African American,Others,Assault,Washington,3,South,0.0
12703,Oregon,2012,1,Black or African American,Others,Others,Beaverton,2,West,
12704,Massachusetts,1999,1,White,Others,Intimidation,Boston,1,Northeast,
12705,Virginia,2013,1,White,Black or African American,Property,Charlottesville,3,South,0.0
12706,Texas,2005,1,White,Black or African American,Assault,Dallas,2,South,
12707,California,1999,1,White,Black or African American,Assault,Norwalk,3,West,
12708,Colorado,1996,1,White,Black or African American,Intimidation,Boulder,3,West,
